nsd_id,caption,true_captions
55680,a plate of food with a bowl of fruit and a bowl of rice,"['A yellow plastic bowl filled with fruit next to a smaller bowl of berries.', 'A yellow plastic bowl filled with fruit next to a smaller bowl of berries.', 'A large and small bowl filled with fruit.', 'A large and small bowl filled with fruit.', 'Strawberries, bananas, apples, and oranges are popular snacks.', 'Strawberries, bananas, apples, and oranges are popular snacks.', 'a yellow bowl full of apples, bananas and oranges next a little white bowl with some berries in it ', 'a yellow bowl full of apples, bananas and oranges next a little white bowl with some berries in it ', '2 bowls of fruit sit on a table.', '2 bowls of fruit sit on a table.']"
57681,a person sitting on a table with a bunch of food,"['A man sitting at a table with a tray of food holding chop sticks.', 'A man sitting at a table with a tray of food holding chop sticks.', 'Two trays of Chinese food with chopsticks and water.', 'Two trays of Chinese food with chopsticks and water.', 'Two trays of ethnic food on a table.', 'Two trays of ethnic food on a table.', 'A Japanese meal with a friend at a restaurant', 'A Japanese meal with a friend at a restaurant', 'A person sitting at a table with some Oriental dishes.', 'A person sitting at a table with some Oriental dishes.']"
28189,a man on a skateboard,"['Large grey elephant walking around an enclosure at a zoo. ', 'Large grey elephant walking around an enclosure at a zoo. ', 'An elephant with white tusk talking on top of a cement structure.', 'An elephant with white tusk talking on top of a cement structure.', 'An elephant walks on a low concrete wall. ', 'An elephant walks on a low concrete wall. ', 'A elephant walking the edge of its raised enclosure at a zoo.', 'A elephant walking the edge of its raised enclosure at a zoo.', 'an elephant with buildings and trees in the background', 'an elephant with buildings and trees in the background']"
36623,a man on a skateboard,"['A longboarder squats to take a tight curve.', 'A longboarder squats to take a tight curve.', 'a person riding a skate board down a hill', 'a person riding a skate board down a hill', 'A guy tries to pick himself up after falling back on a skateboard.', 'A guy tries to pick himself up after falling back on a skateboard.', 'A person skateboarding sideways down a road on a hill.', 'A person skateboarding sideways down a road on a hill.', 'a person on a skateboard making a turn', 'a person on a skateboard making a turn']"
62544,a man is riding a skateboard in a field,"['A man surfing on a big wave bare chested.', 'A man surfing on a big wave bare chested.', 'A man elegantly wides a ride on his surfboard.', 'A man elegantly wides a ride on his surfboard.', 'A man riding a wave on top of a surfboard.', 'A man riding a wave on top of a surfboard.', 'A surfer seems to defy the law of gravity as he almost sits on a wave.', 'A surfer seems to defy the law of gravity as he almost sits on a wave.', 'A man on a surfboard riding a wave in the ocean', 'A man on a surfboard riding a wave in the ocean']"
29711,a cat sitting on a bed next to a coffee table,"['a living room with a couch a table and a chair', 'a living room with a couch a table and a chair', 'A green living room sofa and small coffee table', 'A green living room sofa and small coffee table', 'A couch with a cat on it next to a table and chair.', 'A couch with a cat on it next to a table and chair.', 'a cat sleeping on a blanket on the couch ', 'a cat sleeping on a blanket on the couch ', 'There is a messy living room area with some things thrown on the floor and coffee table', 'There is a messy living room area with some things thrown on the floor and coffee table']"
22138,a brown and white giraffe standing in a field,"['A lone giraffe standing by a tree in the wild.', 'A lone giraffe standing by a tree in the wild.', 'A giraffe standing next to a small tree in the open plains ', 'A giraffe standing next to a small tree in the open plains ', 'A giraffe standing in a field next to a tree', 'A giraffe standing in a field next to a tree', 'A giraffe stands next to a tree in a grassy area.', 'A giraffe stands next to a tree in a grassy area.', 'a giraffe standing next to a tree with more trees in the back ground', 'a giraffe standing next to a tree with more trees in the back ground']"
59994,a group of people standing around a street with a bunch of different colored buildings,"['Many umbrellas are set up on a sandy beach. ', 'Many umbrellas are set up on a sandy beach. ', 'A PICTURE OF PEOPLE ON A BEACH UNDER A TENT ', 'A PICTURE OF PEOPLE ON A BEACH UNDER A TENT ', 'A beach lined with lots of umbrellas and lawn chairs.', 'A beach lined with lots of umbrellas and lawn chairs.', 'a beach with lots of umbrellas set up and people laid out', 'a beach with lots of umbrellas set up and people laid out', 'a bunch of beach chairs all in a row', 'a bunch of beach chairs all in a row']"
8204,a white dog with a black face,"['A medium sized white dog is standing in the bathtub.', 'A medium sized white dog is standing in the bathtub.', 'A white dog sitting in water inside a restroom tub.', 'A white dog sitting in water inside a restroom tub.', 'A small dog standing in a bathtub filled with water.', 'A small dog standing in a bathtub filled with water.', 'a close up of a dog in a bath tub ', 'a close up of a dog in a bath tub ', 'Dog standing in bathtub being given a bath.', 'Dog standing in bathtub being given a bath.']"
45129,a man sitting on a bench with a cat,"['A man who is sitting down reading something.', 'A man who is sitting down reading something.', 'The man is sitting on a bench next to a bicycle. ', 'The man is sitting on a bench next to a bicycle. ', 'Bicycle rider takes a break at a storefront window.', 'Bicycle rider takes a break at a storefront window.', 'a man is wearing a hat next to a bike', 'a man is wearing a hat next to a bike', 'A man sits on the ledge of an enclosure reading. ', 'A man sits on the ledge of an enclosure reading. ']"
24740,a close up of a close up of a close up of a close up of a close up of a close up of a close up of a close up of a close up of a close up of a close up of a close up of a close up,"['A woolly sheep seen through a chicken-wire fence in an overgrown pasture.', 'A woolly sheep seen through a chicken-wire fence in an overgrown pasture.', 'A lamb standing behind a wire fence on a grassy field.', 'A lamb standing behind a wire fence on a grassy field.', 'Sheep with bunched wool looking out past the wire fence.', 'Sheep with bunched wool looking out past the wire fence.', 'A sheep is staring through a wire fence in a fielded area.', 'A sheep is staring through a wire fence in a fielded area.', 'A sheep looking through the slats of a wired fence.', 'A sheep looking through the slats of a wired fence.']"
65187,a group of people standing around a horse,"['an elephant is standing near some a body of water', 'an elephant is standing near some a body of water', 'a elephant that is standing by a small lake', 'a elephant that is standing by a small lake', 'An elephant standing on the ground near a lake. ', 'An elephant standing on the ground near a lake. ', 'A beautiful view of a zoo with an elephant in the back. ', 'A beautiful view of a zoo with an elephant in the back. ', 'The young elephant stands near the water in a wooded area.', 'The young elephant stands near the water in a wooded area.']"
46136,a picture of a clock tower with a person in front of it,"['A clock tower with dark clouds behind it. ', 'A clock tower with dark clouds behind it. ', 'a white and black clock in a brown clock tower', 'a white and black clock in a brown clock tower', 'A large tower like structure that has a clock on it.', 'A large tower like structure that has a clock on it.', 'A clock tower stands on a cloudy day. ', 'A clock tower stands on a cloudy day. ', 'a large clock on top of a tall tower', 'a large clock on top of a tall tower']"
